Reference tree	Other tree	Symmetric difference	Euclidean distance	Robinson-Foulds distance
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s082.align.1.tree	18	205.896749825	716.98357
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s083.align.1.tree	26	205.700812156	717.06245
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s084.align.1.tree	24	205.806792665	717.24431
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s085.align.1.tree	20	205.863073396	717.06425
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s086.align.1.tree	22	205.877358508	717.2118
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s087.align.1.tree	26	205.821219239	717.35744
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s088.align.1.tree	22	205.866657408	717.19718
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s089.align.1.tree	20	205.890007491	717.20077
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s090.align.1.tree	20	205.863891228	717.14681
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s091.align.1.tree	18	205.887882494	717.04206
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s092.align.1.tree	18	205.88373502	717.11841
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s093.align.1.tree	22	205.821631848	717.02105
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s094.align.1.tree	16	205.770653626	716.943
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s095.align.1.tree	20	205.883989684	717.26004
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s096.align.1.tree	16	205.779310577	716.9108
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s097.align.1.tree	14	205.751353042	716.89759
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s098.align.1.tree	22	205.904699214	717.4994
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s099.align.1.tree	24	205.822373257	717.02944
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s100.align.1.tree	24	205.990451724	717.57016
