Reference tree	Other tree	Symmetric difference	Euclidean distance	Robinson-Foulds distance
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s135.align.1.tree	20	239.372992222	925.04037
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s136.align.1.tree	22	239.377792799	925.10155
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s137.align.1.tree	20	239.328548532	924.74304
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s138.align.1.tree	20	239.331385486	924.7311
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s139.align.1.tree	24	239.378850456	925.3078
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s140.align.1.tree	22	239.342431373	925.19121
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s141.align.1.tree	18	239.341112918	924.78822
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s142.align.1.tree	18	239.333355595	924.8503
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s143.align.1.tree	20	239.291682233	924.74647
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s144.align.1.tree	18	239.313141791	924.70102
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s145.align.1.tree	12	239.426857206	924.74162
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s146.align.1.tree	18	239.304286172	924.85405
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s147.align.1.tree	12	239.377408798	924.69548
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s148.align.1.tree	16	239.341912544	924.72134
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s149.align.1.tree	20	239.336183458	924.88876
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s150.align.1.tree	12	239.39165571	924.67746
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s151.align.1.tree	14	239.410220962	925.06993
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s152.align.1.tree	22	239.319041247	925.12885
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s153.align.1.tree	16	239.289628923	924.6028
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s154.align.1.tree	18	239.447035771	925.36138
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s155.align.1.tree	18	239.382612971	925.04671
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s156.align.1.tree	20	239.302264657	924.8798
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s157.align.1.tree	20	239.315427933	924.72162
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s158.align.1.tree	24	239.301537093	925.17419
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s159.align.1.tree	26	239.383313512	925.31939
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s160.align.1.tree	24	239.408352298	925.17446
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s161.align.1.tree	14	239.358480871	924.82454
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s162.align.1.tree	16	239.355118274	924.88203
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s163.align.1.tree	22	239.374974962	925.22959
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s164.align.1.tree	24	239.330755247	925.10684
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s165.align.1.tree	24	239.325251247	924.9937
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s166.align.1.tree	16	239.396659679	924.89126
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s167.align.1.tree	20	239.280142628	924.80505
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s168.align.1.tree	22	239.286791553	925.0687
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s169.align.1.tree	22	239.232244876	924.6212
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s170.align.1.tree	16	239.465576511	925.22869
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s171.align.1.tree	16	239.33236995	924.90341
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s172.align.1.tree	16	239.278235682	924.70092
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s173.align.1.tree	22	239.349395678	925.18066
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s174.align.1.tree	16	239.398923137	924.99861
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s175.align.1.tree	16	239.383296171	925.06036
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s176.align.1.tree	24	239.389193397	925.19852
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s177.align.1.tree	14	239.301898771	924.29275
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s178.align.1.tree	16	239.34733674	924.79527
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s179.align.1.tree	22	239.356360005	925.24025
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s180.align.1.tree	14	239.302324385	924.65106
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s181.align.1.tree	18	239.223512201	924.5767
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s182.align.1.tree	22	239.363867294	925.06631
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s183.align.1.tree	18	239.326738299	924.84213
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s184.align.1.tree	22	239.326273449	925.06145
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s185.align.1.tree	18	239.331654021	924.93911
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s186.align.1.tree	22	239.24528223	924.75112
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s187.align.1.tree	10	239.260543587	924.30958
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s188.align.1.tree	12	239.300127258	924.47719
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s189.align.1.tree	20	239.351543201	924.87074
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s190.align.1.tree	22	239.382285075	925.03386
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s191.align.1.tree	16	239.33694056	924.80986
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s192.align.1.tree	22	239.42901703	925.16197
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s193.align.1.tree	18	239.355188195	924.71055
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s194.align.1.tree	24	239.422368485	925.56382
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s195.align.1.tree	14	239.333156469	924.69229
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s196.align.1.tree	22	239.409578448	925.27204
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s197.align.1.tree	22	239.37941524	925.05545
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s198.align.1.tree	18	239.309514544	924.78525
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s199.align.1.tree	24	239.349246688	924.94666
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s200.align.1.tree	16	239.460304983	925.14136
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s201.align.1.tree	18	239.292228104	924.61531
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s202.align.1.tree	18	239.366339546	925.18004
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s203.align.1.tree	24	239.38539297	925.13633
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s204.align.1.tree	14	239.356972926	924.60183
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s205.align.1.tree	20	239.394188931	925.1149
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s206.align.1.tree	14	239.286885671	924.63922
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s207.align.1.tree	14	239.321304261	924.51544
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s208.align.1.tree	18	239.308492961	924.74841
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s209.align.1.tree	16	239.341525197	924.88147
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s210.align.1.tree	26	239.304843636	924.98112
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s211.align.1.tree	20	239.414227938	925.18527
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s212.align.1.tree	20	239.27468717	924.80077
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s213.align.1.tree	20	239.328714333	924.87961
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s214.align.1.tree	22	239.305668152	924.95312
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s215.align.1.tree	20	239.322001963	925.08079
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s216.align.1.tree	18	239.297609961	924.78157
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s217.align.1.tree	16	239.403591681	924.90189
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s218.align.1.tree	14	239.407806091	924.71625
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s219.align.1.tree	12	239.305812384	924.23806
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s220.align.1.tree	18	239.300274629	924.97228
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s221.align.1.tree	22	239.327386564	924.8822
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s222.align.1.tree	18	239.314692554	924.82759
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s223.align.1.tree	12	239.243066271	924.11406
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s224.align.1.tree	24	239.352460691	925.25135
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s225.align.1.tree	20	239.333409105	924.75871
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s226.align.1.tree	22	239.369197326	925.16161
inputs/symmetric_1.0/symmetric_1.0.tree	outputs/symmetric_1.0/s227.align.1.tree	22	239.233218523	924.96704
